Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S
A31	unbinned	-9317.15	0) really bad	100	1883.43	5.03	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.076	1100	79.44	5.5	170463	39664	0	559	13	13	25
A32	11	67.45	2) medium quality	69.85	0.48	0	Life	life	0.663	Unclassified	Unclassified	0.328	2578	1.51	7.39	670	7983	1129	13	0	0	0
A32	28_sub	32.47	2) medium quality	81.97	9.9	12.5	Oscillospiraceae	family	0.691	Oscillibacter sp.	species	0.558	3681	2.3	11.72	702	31629	2270	33	0	0	1
A32	43	86.63	2) medium quality	89.78	0.63	66.67	Firmicutes bacterium CAG:552	species	0.957	Firmicutes bacterium CAG:552	species	0.957	7885	1.32	14.15	239	35870	1086	17	0	0	0
A32	50_sub	27.9	2) medium quality	62.45	6.91	16.98	Prevotellaceae	family	0.664	Prevotella sp. AM23-5	species	0.24	1989	2.69	8.43	1390	17957	2361	5	0	0	1
A32	bin.2	83.35	3) high quality Nayfach	94.6	2.25	28.57	Alistipes sp. CAG:514	species	0.678	Unclassified	Unclassified	0.423	36455	3.49	23.56	144	124577	2679	44	0	0	0
A32	bin.4	87.22	2) medium quality	93.92	1.34	50	Ruminococcaceae bacterium	species	0.894	Ruminococcaceae bacterium	species	0.894	8779	1.87	14.27	261	35753	1719	31	0	0	1
A32	bin.5	97.58	3) high quality Nayfach	97.58	0	0	Christensenellaceae bacterium Phil1	species	0.981	Christensenellaceae bacterium Phil1	species	0.981	18683	2.15	17.92	155	95022	2040	40	0	0	0
A32	bin.8	83.86	2) medium quality	87.21	0.67	100	Oscillospiraceae	family	0.674	Oscillospiraceae bacterium UBA4632	species	0.412	8034	1.45	13.43	213	26992	1347	13	0	0	0
A32	unbinned	-16906.35	0) really bad	100	3401.27	1.82	Bacteria	superkingdom	0.662	Unclassified	Unclassified	0.399	872	100.06	4.34	253540	66654	0	977	37	41	49
A33	14	79.38	2) medium quality	83.28	0.78	66.67	Ruminococcaceae bacterium	species	0.868	Ruminococcaceae bacterium	species	0.868	3562	1.46	9.69	478	14105	1276	14	0	0	0
A33	bin.8	87.99	3) high quality Nayfach	98.99	2.2	12.5	Prevotella copri DSM 18205	strain	0.817	Prevotella copri DSM 18205	strain	0.817	47656	3.38	63.26	116	141962	2841	43	0	0	0
A33	bin.9	92.96	3) high quality Nayfach	92.96	0	0	Prevotella sp. CAG:520	species	0.99	Prevotella sp. CAG:520	species	0.99	21041	2.65	35.89	171	75307	2037	32	0	0	0
A33	maxbin.003	85.58	3) high quality Nayfach	95.13	1.91	0	Firmicutes	phylum	0.691	Bacillales bacterium UBA7752	species	0.225	27380	1.88	20.17	150	57087	1608	42	0	0	0
A33	unbinned	-9688.3	0) really bad	100	1957.66	3.72	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.117	1021	67.66	6.64	168021	65314	0	573	15	23	29
A34	11_sub	93.7	3) high quality Nayfach	96.1	0.48	0	Alistipes onderdonkii	species	0.729	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.317	11960	3.18	15.89	371	39439	2632	30	0	0	1
A34	24_sub	77.43	2) medium quality	91.13	2.74	42.86	Clostridia bacterium	species	0.742	Clostridia bacterium	species	0.742	3978	1.58	10.48	484	34593	1515	19	0	0	1
A34	53_sub	69.62	2) medium quality	74.97	1.07	0	Clostridiales bacterium	species	0.951	Clostridiales bacterium	species	0.951	3703	1.28	10.58	406	13718	1151	31	0	0	0
A34	bin.2	81.77	3) high quality Nayfach	91.72	1.99	10	Oscillibacter sp.	species	0.685	Oscillibacter sp.	species	0.685	15787	2.35	18.87	197	56172	2202	45	0	0	1
A34	bin.4	93.81	2) medium quality	95.26	0.29	0	Succinatimonas	genus	0.857	Succinatimonas sp. UBA2849	species	0.533	8276	2.03	17.6	285	28628	1756	25	0	0	0
A34	maxbin.001	88.62	4) high quality Bowers	97.32	1.74	25	[Eubacterium] siraeum	species	0.788	[Eubacterium] siraeum V10Sc8a	strain	0.56	10533	2.87	22.87	440	35158	2493	29	2	7	1
A34	unbinned	-15359.65	0) really bad	100	3091.93	3.26	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.182	1083	110.18	4.77	255202	43005	0	868	37	35	40
A35	0	65.04	2) medium quality	81.09	3.21	30	Ruminococcaceae bacterium	species	0.903	Ruminococcaceae bacterium	species	0.903	3101	1.49	8.42	543	12702	1351	15	0	0	1
A35	18	93.43	2) medium quality	95.13	0.34	0	uncultured Ruminococcus sp.	species	0.933	uncultured Ruminococcus sp.	species	0.933	3590	1.69	12.03	562	17949	1422	7	0	0	1
A35	36	36.14	2) medium quality	51.74	3.12	55.56	Bacteria	superkingdom	0.672	Unclassified	Unclassified	0.479	2131	1.18	7.64	585	8669	1156	16	0	0	1
A35	55	52.82	2) medium quality	60.87	1.61	0	Candidatus Melainabacteria bacterium	species	0.911	Candidatus Melainabacteria bacterium	species	0.911	1960	1.17	7.5	621	9186	935	14	0	0	0
A35	bin.12	54.67	2) medium quality	58.07	0.68	0	Akkermansia muciniphila	species	0.972	Akkermansia muciniphila	species	0.972	4417	1.4	8.34	326	11896	1366	17	0	0	0
A35	bin.2	94.08	3) high quality Nayfach	97.98	0.78	66.67	Bifidobacterium longum	species	0.669	Bifidobacterium longum subsp. longum	subspecies	0.231	41121	2.18	23.62	75	233763	1788	48	0	0	0
A35	bin.4	86.48	2) medium quality	89.93	0.69	50	Oscillospiraceae	family	0.7	Oscillospiraceae bacterium UBA6409	species	0.413	30957	2.03	27.65	94	276718	1923	44	0	0	0
A35	bin.6_sub	82.96	2) medium quality	82.96	0	0	[Eubacterium] siraeum	species	0.922	[Eubacterium] siraeum V10Sc8a	strain	0.547	6491	2	13.58	342	28714	1709	21	0	0	0
A35	bin.8	88.42	3) high quality Nayfach	93.17	0.95	0	Bacteroidales	order	0.787	Alistipes sp. CAG:514	species	0.365	33961	2.99	36.24	125	92962	2287	44	0	0	0
A35	bin.9	85.56	3) high quality Nayfach	92.26	1.34	0	Clostridium sp. CAG:138	species	1	Clostridium sp. CAG:138	species	1	29224	1.87	21.3	91	68681	1643	28	0	0	0
A35	maxbin.003_sub	60.1	2) medium quality	94.6	6.9	10.53	Bacteroides	genus	0.728	Unclassified	Unclassified	0.376	23288	3.54	25.19	319	73356	2929	52	4	8	2
A35	unbinned	-16501.7	0) really bad	100	3320.34	3.9	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.217	942	115.89	4.69	283485	60495	0	963	38	41	48
A36	16	96.07	3) high quality Nayfach	98.52	0.49	0	Prevotella stercorea	species	0.679	Prevotella stercorea	species	0.679	18878	3.1	34.14	259	58352	2495	47	0	0	1
A36	21	96.4	3) high quality Nayfach	98.8	0.48	0	Alistipes onderdonkii subsp. vulgaris	subspecies	0.828	Alistipes onderdonkii subsp. vulgaris	subspecies	0.828	145273	3.37	118.13	41	373818	2811	45	0	0	0
A36	28_sub	-122.94	0) really bad	90.06	42.6	85	Faecalibacterium	genus	0.794	Faecalibacterium prausnitzii	species	0.231	5547	3.95	16.57	834	47922	3679	51	0	0	0
A36	6_sub	33.54	1) low quality	37.19	0.73	0	Ruminococcaceae bacterium	species	0.871	Ruminococcaceae bacterium	species	0.871	1635	1.05	6.72	648	5263	998	1	0	0	0
A36	maxbin.007_sub	14.57	0) really bad	86.02	14.29	5.56	Ruminococcaceae bacterium	species	0.692	Ruminococcaceae bacterium	species	0.692	2996	1.99	10.09	808	19137	1733	24	0	0	1
A36	maxbin.008	68.77	2) medium quality	80.07	2.26	33.33	Escherichia coli	species	0.76	Escherichia coli	species	0.392	3049	3.49	9.57	1353	20259	3372	41	0	0	0
A36	maxbin.013_sub	-7.61	0) really bad	75.59	16.64	10.87	Clostridiales	order	0.697	Unclassified	Unclassified	0.195	2246	2.52	8.61	1251	11799	2479	25	0	0	0
A36	unbinned	-10915.25	0) really bad	100	2203.05	6.54	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.102	1509	94.27	6.79	180562	43609	0	560	20	27	30
A37	20	63.64	2) medium quality	65.64	0.4	50	Clostridia	class	0.669	Unclassified	Unclassified	0.257	4073	1.34	11.42	401	22500	1190	29	0	0	1
A37	28_sub	12.49	0) really bad	74.99	12.5	26.47	Alistipes	genus	0.72	Alistipes finegoldii CAG:68	species	0.513	9190	2.93	15.17	425	39330	2516	29	0	0	0
A37	33	84.34	3) high quality Nayfach	96.64	2.46	20	Bacteroidales	order	0.665	Bacteroides sp. AF17-1	species	0.197	41265	5.24	39.21	210	140922	4335	46	0	0	0
A37	35	60.41	2) medium quality	69.76	1.87	20	Akkermansia muciniphila	species	0.691	Akkermansia muciniphila	species	0.691	2040	1.66	6.49	870	6285	1738	25	0	0	0
A37	42	52.8	2) medium quality	60.2	1.48	41.67	Enterobacteriaceae	family	0.895	Enterobacteriaceae	family	0.554	1903	2.65	6.66	1434	9074	2635	11	0	0	1
A37	unbinned	-16892.8	0) really bad	100	3398.56	5.41	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.126	1356	131.66	5.6	262792	44290	0	924	25	32	45
A38	3	78.22	2) medium quality	94.22	3.2	37.5	Faecalibacterium prausnitzii	species	0.814	Faecalibacterium prausnitzii SL3/3	strain	0.417	5554	2.82	14.01	644	28942	2642	40	0	0	0
A38	47	84.24	2) medium quality	84.34	0.02	0	Ruminococcus	genus	0.688	Ruminococcus sp.	species	0.396	3553	2.15	8.47	722	10116	1839	16	0	0	0
A38	maxbin.001	93.7	3) high quality Nayfach	99.25	1.11	58.33	Bacteroidales	order	0.726	Bacteroides sp. AF17-1	species	0.554	85939	5.71	60.08	171	348962	4786	53	1	2	0
A38	maxbin.002_sub	88.77	4) high quality Bowers	98.12	1.87	70.59	Bacteroides uniformis	species	0.679	Bacteroides uniformis	species	0.679	54133	4.69	31.24	234	174306	3741	41	2	9	3
A38	unbinned	-9079.2	0) really bad	100	1835.84	5.95	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.062	1356	76.81	5.53	160758	34328	0	497	11	13	22
A39	34	64.64	2) medium quality	64.64	0	0	Ruminococcaceae bacterium	species	0.695	Ruminococcaceae bacterium	species	0.695	2118	1.19	7.88	603	12729	962	4	0	0	0
A39	4	80.51	3) high quality Nayfach	90.86	2.07	0	unclassified Akkermansia	no rank	0.989	unclassified Akkermansia	no rank	0.989	4707	2.71	9.33	736	16085	2505	34	1	1	1
A39	bin.8	90.05	3) high quality Nayfach	92.95	0.58	0	[Eubacterium] rectale	species	0.714	[Eubacterium] rectale DSM 17629	strain	0.411	13867	2.12	19.82	207	51371	1843	13	0	0	0
A39	maxbin.001	28.79	2) medium quality	67.89	7.82	45.65	Bacteroidales	order	0.672	Phocaeicola vulgatus	species	0.389	8003	4.29	40.15	848	144108	3475	28	0	4	2
A39	unbinned	-8304.35	0) really bad	100	1680.87	6.8	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.067	2184	84.6	8.37	141529	99353	0	576	16	17	24
A4	14	30.23	1) low quality	43.28	2.61	40	Faecalibacterium prausnitzii	species	0.809	Faecalibacterium prausnitzii	species	0.809	1602	1.08	7.41	671	5709	1012	11	0	0	0
A4	maxbin.001	29.12	2) medium quality	78.32	9.84	77.36	Prevotella copri	species	0.781	Prevotella copri	species	0.393	7614	3.29	89.81	669	54883	2746	26	0	1	1
A4	maxbin.002	92.84	3) high quality Nayfach	94.09	0.25	100	Prevotella sp. Marseille-P4119	species	0.963	Prevotella sp. Marseille-P4119	species	0.963	22472	2.92	45.12	220	165604	2251	34	0	0	0
A4	unbinned	-5316.15	0) really bad	100	1083.23	3.47	Bacteria	superkingdom	0.668	Prevotella sp.	species	0.11	1981	40.26	12.84	87830	74900	0	348	10	13	15
A41	27	72.25	2) medium quality	84.35	2.42	28.57	Prevotellaceae bacterium	species	0.979	Prevotellaceae bacterium	species	0.979	4350	2.33	11.74	618	26767	1812	23	0	0	0
A41	28	73.17	2) medium quality	79.42	1.25	66.67	Faecalibacterium	genus	0.677	Faecalibacterium sp. BIOML-A1	species	0.298	4568	2.45	17.09	647	18469	2308	30	0	0	1
A41	3	78.14	3) high quality Nayfach	94.39	3.25	11.11	Bacteroides sp. CAG:770	species	0.821	Bacteroides sp. CAG:770	species	0.821	19699	3.26	21.47	256	75479	2677	26	0	0	0
A41	36	86.75	3) high quality Nayfach	92.7	1.19	0	Alistipes sp. CAG:514	species	0.777	Unclassified	Unclassified	0.497	38285	3.31	31.21	120	144406	2548	43	1	0	0
A41	39	87.57	3) high quality Nayfach	92.62	1.01	0	Ruminococcaceae bacterium	species	0.848	Ruminococcaceae bacterium	species	0.848	11796	1.73	18.98	212	38972	1549	21	0	0	0
A41	52	76.47	2) medium quality	84.97	1.7	20	Bacteroidales	order	0.98	Bacteroidales bacterium H8	species	0.657	4309	2.08	11.05	588	19743	1654	26	0	0	0
A41	7	94.65	3) high quality Nayfach	95.25	0.12	0	Prevotella sp. CAG:520	species	0.971	Prevotella sp. CAG:520	species	0.971	21000	2.68	35.89	180	72666	2004	35	0	0	0
A41	bin.12	95.57	3) high quality Nayfach	97.27	0.34	0	Ruminococcaceae bacterium	species	0.972	Ruminococcaceae bacterium	species	0.972	45671	2.25	28.52	73	144974	2170	39	0	0	1
A41	maxbin.014	79.37	2) medium quality	85.42	1.21	50	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.804	Unclassified	Unclassified	0.804	3470	1.7	11.34	613	18265	1362	14	0	0	0
A41	maxbin.015_sub	38.07	2) medium quality	73.42	7.07	6.45	Bacteria	superkingdom	0.662	[Eubacterium] rectale	species	0.318	1973	3.64	10.41	1901	17213	3218	33	1	0	1
A41	unbinned	-8716.95	0) really bad	100	1763.39	5.31	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.189	1849	69.78	15.42	160853	82790	0	651	20	21	37
A42	10	-21.56	0) really bad	83.74	21.06	70.21	Faecalibacterium	genus	0.686	Faecalibacterium sp. AF27-11BH	species	0.214	3957	3.02	19.27	893	21657	2893	43	0	0	0
A42	bin.1	82.4	3) high quality Nayfach	92.7	2.06	60	Alistipes sp. CAG:514	species	0.705	Unclassified	Unclassified	0.401	30055	3.29	20.91	154	86152	2565	42	0	0	0
A42	maxbin.001_sub	-10.74	0) really bad	97.41	21.63	92.45	Prevotella	genus	0.744	Prevotella sp.	species	0.552	17616	4.53	39.41	579	78838	3534	44	0	1	3
A42	unbinned	-11660.75	0) really bad	100	2352.15	3.46	Bacteria	superkingdom	0.668	Unclassified	Unclassified	0.273	1018	81.19	5.56	203621	35597	0	683	15	20	32
A43	18	85.74	2) medium quality	88.59	0.57	50	Bacteroidales	order	0.749	Bacteroidaceae bacterium	species	0.364	5859	2.89	13.5	611	19814	2261	21	0	0	0
A43	3	65.04	2) medium quality	69.39	0.87	0	Christensenellaceae bacterium Phil1	species	0.935	Christensenellaceae bacterium Phil1	species	0.935	2495	1.62	8.56	725	11032	1568	18	0	0	0
A43	32_sub	30.38	0) really bad	81.48	10.22	12.24	Bacteroides	genus	0.663	Bacteroides stercoris	species	0.592	5325	4.65	13.16	1017	89080	4129	28	0	0	1
A43	40_sub	66.69	2) medium quality	69.49	0.56	0	Ruminococcaceae bacterium	species	0.869	Ruminococcaceae bacterium	species	0.869	2441	1.3	8.33	593	11991	1128	10	0	0	0
A43	bin.12	94.62	3) high quality Nayfach	94.62	0	0	Rhodospirillaceae	family	0.977	Rhodospirillum sp. UNK.MGS-17	species	0.489	17904	1.68	22.84	125	62400	1630	36	1	0	0
A43	bin.7	85.23	2) medium quality	85.23	0	0	Oscillospiraceae	family	0.683	Oscillospiraceae bacterium UBA6359	species	0.359	17009	1.81	18.94	146	42636	1713	34	0	0	1
A43	maxbin.002	93.11	3) high quality Nayfach	98.06	0.99	50	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.916	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.916	55313	3.42	58.82	148	128197	2758	39	1	0	0
A43	maxbin.003	90.57	3) high quality Nayfach	97.27	1.34	0	Ruminococcaceae bacterium	species	0.854	Ruminococcaceae bacterium	species	0.854	71041	2.39	38.8	76	296517	2274	42	0	0	1
A43	unbinned	-10980.75	0) really bad	100	2216.15	3.1	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.208	1112	94.33	5.93	226885	85323	0	772	22	31	34
A44	19	57.19	2) medium quality	72.29	3.02	86.36	Haemophilus parainfluenzae	species	0.717	Haemophilus parainfluenzae ATCC 33392	strain	0.311	1984	1.34	11.21	706	16103	1171	9	0	0	0
A44	5	-81.62	0) really bad	82.48	32.82	47.74	Enterobacteriaceae	family	0.781	Klebsiella pneumoniae	species	0.369	1960	5.8	13.44	3033	15002	6017	25	0	0	0
A44	bin.6	92.01	3) high quality Nayfach	97.06	1.01	0	Prevotella copri	species	0.877	Prevotella copri DSM 18205	strain	0.586	39359	2.98	140.78	110	125764	2351	47	0	0	0
A45	0_sub	26.03	0) really bad	87.93	12.38	86.96	Prevotella copri DSM 18205	strain	0.679	Prevotella copri DSM 18205	strain	0.679	18093	3.2	32.27	275	78489	2605	30	0	0	0
A45	37	37.81	2) medium quality	57.26	3.89	9.09	Bacteroides sp. CAG:709	species	0.855	Bacteroides sp. CAG:709	species	0.855	2343	1.95	7.35	907	9900	1645	12	0	0	0
A45	44	84.88	2) medium quality	86.73	0.37	0	Prevotellaceae	family	0.682	Prevotellaceae bacterium	species	0.325	4479	2.09	12.68	567	16614	1504	23	0	0	0
A45	8	82.24	2) medium quality	86.14	0.78	33.33	Ruminococcaceae bacterium	species	0.961	Ruminococcaceae bacterium	species	0.961	3172	1.79	9.4	659	13498	1597	14	0	0	0
A45	bin.3	89.53	3) high quality Nayfach	92.03	0.5	0	Phocaeicola vulgatus	species	0.73	Phocaeicola vulgatus	species	0.73	11402	4.42	17.97	500	66155	3583	31	0	0	0
A45	maxbin.003	6.97	1) low quality	34.82	5.57	47.22	Prevotella	genus	0.813	Prevotella sp.	species	0.483	26408	1.33	35.41	69	54570	1023	12	0	0	0
A45	unbinned	-10937.65	0) really bad	100	2207.53	3.73	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.154	1259	85.31	6.62	178459	95886	0	687	22	21	40
A46	11	91.5	3) high quality Nayfach	98	1.3	20	Klebsiella pneumoniae	species	0.712	Klebsiella pneumoniae	species	0.712	29487	5.5	30.81	348	109938	5164	44	0	0	1
A46	27	66.14	2) medium quality	77.34	2.24	0	Eubacterium sp. CAG:251	species	0.824	Eubacterium sp. CAG:251	species	0.824	2890	1.42	8.14	576	15576	1145	19	0	0	1
A46	29	87.42	4) high quality Bowers	99.32	2.38	0	Ruminococcaceae bacterium	species	0.77	Ruminococcaceae bacterium	species	0.77	14294	3.51	45.84	350	114240	3103	42	2	1	1
A46	37	82.37	3) high quality Nayfach	96.37	2.8	20	Bifidobacterium adolescentis	species	0.794	Bifidobacterium adolescentis	species	0.54	24958	2.41	22.23	231	84837	2045	51	0	0	1
A46	bin.12	83	2) medium quality	88.1	1.02	0	Akkermansia	genus	0.748	unclassified Akkermansia	no rank	0.641	8413	2.51	13	350	40319	2144	35	0	0	0
A46	bin.6_sub	51.44	2) medium quality	77.44	5.2	20	Bacteroidales	order	0.725	Phocaeicola vulgatus	species	0.564	7983	4.13	19.27	623	70566	3380	25	0	0	1
A46	bin.9	91	3) high quality Nayfach	93.4	0.48	0	Alistipes	genus	0.791	Alistipes putredinis	species	0.541	10799	2.13	21.65	231	39855	1862	29	0	0	1
A46	maxbin.002_sub	59.4	2) medium quality	92.5	6.62	37.78	Bacteroidales	order	0.71	Bacteroides uniformis	species	0.543	57622	4.89	33.51	327	273610	4075	68	4	16	5
A46	maxbin.012_sub	44.1	2) medium quality	65	4.18	7.69	Ruminococcus	genus	0.694	Ruminococcus sp.	species	0.285	2085	1.58	7.65	797	11149	1334	12	0	0	0
A46	unbinned	-9749.65	0) really bad	100	1969.93	4.41	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.079	1077	81.16	6.1	198749	48878	0	683	19	5	21
A47	1	78.53	2) medium quality	91.93	2.68	50	Clostridium sp. CAG:138	species	0.969	Clostridium sp. CAG:138	species	0.969	9024	1.86	17.81	303	41175	1617	26	0	0	2
A47	10	96.87	3) high quality Nayfach	98.57	0.34	0	Eubacterium	genus	0.935	Eubacterium sp. CAG:603	species	0.52	15592	2.68	18.17	270	63488	2330	27	0	0	0
A47	14	66.46	2) medium quality	74.21	1.55	20	Clostridium sp. CAG:413	species	0.985	Clostridium sp. CAG:413	species	0.985	2524	1.63	10.4	703	11764	1487	9	0	0	0
A47	16	88.49	4) high quality Bowers	91.99	0.7	0	Clostridiales bacterium	species	0.959	Clostridiales bacterium	species	0.959	20539	1.53	28.86	106	135104	1394	43	1	1	1
A47	17	41.87	1) low quality	45.22	0.67	0	Ruminococcus	genus	0.831	Ruminococcus sp. 37_24	species	0.606	1772	0.94	7.25	543	8273	739	2	0	0	0
A47	19	9.46	0) really bad	74.71	13.05	38.78	Bacteroides	genus	0.808	Bacteroides sp. CAG:709	species	0.639	2096	2.87	9.42	1430	8553	2509	14	0	0	0
A47	22	83.6	3) high quality Nayfach	90.6	1.4	75	Oscillibacter sp.	species	0.716	Oscillibacter sp.	species	0.716	18087	2.49	26.91	217	165077	2323	30	0	0	1
A47	26	79.03	2) medium quality	82.63	0.72	5.56	Ruminococcaceae bacterium	species	0.67	Ruminococcaceae bacterium	species	0.67	6359	1.98	16.04	419	25042	1894	25	0	0	1
A47	27	74.77	2) medium quality	89.97	3.04	33.33	Clostridium sp. CAG:510	species	0.954	Clostridium sp. CAG:510	species	0.954	6528	2.34	11.97	453	34648	2097	17	0	0	0
A47	32	98.39	3) high quality Nayfach	98.39	0	0	Christensenellaceae bacterium Phil1	species	1	Christensenellaceae bacterium Phil1	species	1	63931	2.38	42.05	58	165849	2239	38	0	0	0
A47	6	43.02	2) medium quality	53.52	2.1	16.67	Phascolarctobacterium succinatutens CAG:287	strain	0.749	Phascolarctobacterium succinatutens CAG:287	strain	0.749	1761	1.06	7.01	619	6213	1111	7	0	0	0
A47	unbinned	-20347	0) really bad	100	4089.4	3.19	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.229	905	129.74	5.05	326750	37525	0	938	37	34	46
A48	10	75.39	2) medium quality	82.19	1.36	50	Ruminococcaceae bacterium	species	0.867	Ruminococcaceae bacterium	species	0.867	2751	1.41	9.03	581	11327	1226	11	0	0	0
A48	3	95.27	3) high quality Nayfach	97.12	0.37	0	Prevotellaceae	family	0.675	uncultured Prevotellaceae bacterium	species	0.491	17032	2.5	22.42	232	66419	1867	36	0	0	0
A48	38	59.91	2) medium quality	60.06	0.03	0	Sutterella	genus	0.796	Sutterella sp. 63_29	species	0.352	3444	1.06	9.05	349	16541	997	26	0	0	0
A48	bin.5	95.31	3) high quality Nayfach	95.91	0.12	0	Prevotella sp. CAG:520	species	0.994	Prevotella sp. CAG:520	species	0.994	19767	2.68	42.76	174	63818	2042	42	0	0	0
A48	unbinned	-10396.45	0) really bad	100	2099.29	7.31	Bacteria	superkingdom	0.665	Bacteroides	genus	0.104	1363	78.03	12.89	163045	101750	0	569	23	24	27
A49	30	91.63	3) high quality Nayfach	97.73	1.22	25	Alistipes putredinis	species	0.792	Alistipes putredinis	species	0.792	20011	2.47	25.42	224	69323	2262	37	0	0	1
A49	49_sub	51.66	2) medium quality	56.11	0.89	0	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.43	2272	1.36	9.09	651	10111	1326	16	0	0	1
A49	6_sub	23.02	1) low quality	33.42	2.08	35.71	Bacteroidales	order	0.661	Phocaeicola vulgatus	species	0.244	7209	4	19.92	634	71319	3334	19	0	0	1
A49	bin.10	86.59	3) high quality Nayfach	93.29	1.34	0	Oscillibacter sp.	species	0.921	Oscillibacter sp.	species	0.921	103752	2.05	54.34	36	272088	1921	47	0	0	0
A49	bin.11	82.39	2) medium quality	84.34	0.39	50	Clostridiales bacterium	species	0.794	Clostridiales bacterium	species	0.794	14214	1.63	21.9	152	55131	1453	27	0	0	0
A49	bin.2	92.29	3) high quality Nayfach	92.29	0	0	Ruminococcus	genus	0.729	Ruminococcus sp.	species	0.465	14848	2.34	17.17	219	60000	2094	21	0	0	0
A49	maxbin.002	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.93	Ruminococcaceae bacterium	species	0.93	138568	2.25	44.33	56	189746	2074	42	0	0	1
A49	maxbin.003_sub	-96.2	0) really bad	96	38.44	26.7	Bacteroidales	order	0.67	Bacteroides uniformis	species	0.465	15205	6.55	33.61	883	84535	5529	45	4	9	3
A49	unbinned	-12530.25	0) really bad	100	2526.05	3.41	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.159	961	101.17	5.87	243773	95035	0	748	22	15	35
