Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
A19	bin.7	94.28	3) high quality Nayfach	99.33	1.01	0	Butyrivibrio crossotus	species	0.806	Butyrivibrio crossotus	species	0.806	25079	2.21	53.56	140	85885	2078	30	1	0	0	TRUE	TRUE	TRUE	FALSE	76	3	0	0	0	0	0	0	2211496	1852734	193328	0	0	0	0	0	0	140	2211496	13853	30	60	27.58	o__Clostridiales (UID1212)	172	263	149	1	260	2	0	0	0
A19	maxbin.005_sub	80.35	3) high quality Nayfach	93.75	2.68	50	Oscillibacter sp.	species	0.72	Oscillibacter sp.	species	0.72	40206	2.41	35.14	187	130490	2299	36	1	0	0	TRUE	TRUE	TRUE	FALSE	55	13	2	0	0	0	0	0	2407500	1990813	1050802	234666	0	0	0	0	0	187	2407500	17587	17	41	25.34	o__Clostridiales (UID1212)	172	263	149	19	240	4	0	0	0
A19	unbinned	-28392.25	0) really bad	100	5698.45	2.73	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.296	953	173.17	0	441199	87637	0	1460	42	53	66	FALSE	FALSE	FALSE	FALSE	106	5	0	0	0	0	0	0	173172809	1977009	317750	0	0	0	0	0	0	72006	68517891	662	20066	41936	12.06	root (UID1)	5656	56	24	0	0	0	0	0	56
A2	18	82.11	2) medium quality	84.71	0.52	0	Bacteroidales	order	0.672	Bacteroides	genus	0.26	6963	4.19	13.3	735	31044	3202	26	0	0	0	TRUE	TRUE	FALSE	FALSE	87	0	0	0	0	0	0	0	4185635	1253653	0	0	0	0	0	0	0	735	4185635	4361	189	381	13.62	o__Bacteroidales (UID2654)	163	486	266	66	416	4	0	0	0
A2	bin.1	88.4	3) high quality Nayfach	98.55	2.03	12.5	Prevotella copri DSM 18205	strain	0.94	Prevotella copri DSM 18205	strain	0.94	95260	3.62	177.74	67	236655	2933	47	0	0	0	TRUE	TRUE	TRUE	FALSE	58	28	12	0	0	0	0	0	3621738	3569616	2754718	1642917	0	0	0	0	0	67	3621738	50118	14	28	24.85	g__Prevotella (UID2724)	55	567	296	8	553	5	1	0	0
A21	11	84.56	2) medium quality	89.66	1.02	25	Prevotella stercorea	species	0.802	Prevotella stercorea	species	0.802	6617	2.31	18.97	440	36018	1775	21	0	0	0	TRUE	TRUE	FALSE	FALSE	50	0	0	0	0	0	0	0	2311829	729299	0	0	0	0	0	0	0	440	2311829	3998	104	215	28.55	o__Bacteroidales (UID2716)	92	487	270	48	435	4	0	0	0
A21	15	24.64	2) medium quality	66.94	8.46	10	Firmicutes	phylum	0.687	Lachnospiraceae bacterium	species	0.199	2048	3.6	8.89	1837	34674	3687	26	0	0	0	TRUE	TRUE	FALSE	FALSE	6	0	0	0	0	0	0	0	3603054	101856	0	0	0	0	0	0	0	1837	3603054	1427	547	1082	26.92	f__Lachnospiraceae (UID1286)	57	420	207	127	257	34	2	0	0
A21	17	83.08	2) medium quality	91.23	1.63	25	Ruminococcaceae bacterium	species	0.964	Ruminococcaceae bacterium	species	0.964	4771	2.01	12.6	521	17829	1819	28	0	0	0	TRUE	TRUE	FALSE	FALSE	19	0	0	0	0	0	0	0	2008916	249399	0	0	0	0	0	0	0	521	2008916	2993	136	271	23.89	o__Clostridiales (UID1212)	172	263	149	21	238	4	0	0	0
A21	18	94.15	2) medium quality	95.25	0.22	0	Butyrivibrio	genus	0.879	Butyrivibrio crossotus CAG:259	species	0.52	7991	2.2	18.23	376	33448	2036	14	0	0	0	TRUE	TRUE	FALSE	FALSE	61	0	0	0	0	0	0	0	2204432	863001	0	0	0	0	0	0	0	376	2204432	4679	88	178	23.59	o__Clostridiales (UID1212)	172	263	149	11	251	1	0	0	0
A21	30	40.6	2) medium quality	60.7	4.02	50	Faecalibacterium prausnitzii	species	0.796	Faecalibacterium prausnitzii	species	0.596	1796	1.72	12.58	979	5833	1597	13	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1716869	0	0	0	0	0	0	0	0	979	1716869	1337	332	609	7.57	o__Clostridiales (UID1212)	172	261	147	89	158	14	0	0	0
A21	bin.9	79	3) high quality Nayfach	93	2.8	63.16	Prevotella sp.	species	0.777	Prevotella sp.	species	0.777	19836	2.86	56.73	211	60896	2306	34	0	0	0	TRUE	TRUE	TRUE	FALSE	100	5	0	0	0	0	0	0	2862711	2236881	286396	0	0	0	0	0	0	211	2862711	11059	43	92	31.44	g__Prevotella (UID2724)	55	567	296	55	493	19	0	0	0
A21	unbinned	-14886.65	0) really bad	100	2997.33	3.1	Bacteria	superkingdom	0.667	Unclassified	Unclassified	0.225	1075	102.29	7.73	245589	46214	0	866	32	36	44	FALSE	FALSE	FALSE	FALSE	265	0	0	0	0	0	0	0	102291783	4105020	0	0	0	0	0	0	0	40173	43299507	686	8515	21463	20.72	root (UID1)	5656	56	24	0	0	0	0	1	55
A22	10_sub	-18.18	0) really bad	50.92	13.82	35.09	Bacteroides	genus	0.69	Bacteroides thetaiotaomicron	species	0.265	2563	4.94	10.25	2047	28555	3704	19	0	0	0	FALSE	FALSE	FALSE	FALSE	3	0	0	0	0	0	0	0	4941415	51260	0	0	0	0	0	0	0	2047	4941415	1919	679	1234	20.44	o__Bacteroidales (UID2654)	163	486	266	250	187	45	4	0	0
A22	28	44.87	2) medium quality	79.37	6.9	12.5	Oscillospiraceae	family	0.669	Oscillibacter sp.	species	0.563	2690	2.58	10.06	1094	10720	2509	35	0	0	1	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	2577457	21109	0	0	0	0	0	0	0	1094	2577457	1760	318	614	20.95	o__Clostridiales (UID1212)	172	263	149	52	187	24	0	0	0
A22	bin.3_sub	89.56	3) high quality Nayfach	96.76	1.44	33.33	Alistipes putredinis	species	0.942	Alistipes putredinis	species	0.942	42832	2.07	32.4	77	112550	1778	34	0	0	0	TRUE	TRUE	TRUE	FALSE	57	12	1	0	0	0	0	0	2065282	1933975	930045	112550	0	0	0	0	0	77	2065282	20181	15	33	15.01	p__Bacteroidetes (UID2605)	350	314	208	47	264	3	0	0	0
A22	maxbin.005	-33.74	0) really bad	82.26	23.2	67.44	Bacteroides	genus	0.669	Bacteroides ovatus	species	0.546	8526	5.71	28.64	1045	98695	4323	29	1	1	1	FALSE	FALSE	FALSE	FALSE	143	3	0	0	0	0	0	0	5706463	2625966	227541	0	0	0	0	0	0	1045	5706463	4221	168	406	116.71	k__Bacteria (UID203)	5449	103	58	16	64	16	5	2	0
A22	maxbin.006_sub	-69.88	0) really bad	81.47	30.27	9.59	Bacteria	superkingdom	0.662	Bacteroides uniformis	species	0.296	6784	5.56	16.28	1652	72030	4715	35	4	10	5	FALSE	FALSE	FALSE	FALSE	111	4	0	0	0	0	0	0	5561415	2246340	227921	0	0	0	0	0	0	1652	5561415	2001	175	597	14.03	o__Bacteroidales (UID2657)	160	492	269	94	277	84	29	8	0
A22	unbinned	-8106.45	0) really bad	100	1641.29	5.11	Bacteria	superkingdom	0.664	Bacteroides	genus	0.087	1157	72.25	9.28	161449	278983	0	486	10	4	26	FALSE	FALSE	FALSE	FALSE	255	36	10	1	0	0	0	0	72254833	7579763	3404461	1533771	278983	0	0	0	0	28181	33387980	698	4212	13872	14.41	root (UID1)	5656	56	24	0	0	0	0	3	53
A24	17	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.946	Ruminococcaceae bacterium	species	0.946	16208	2.16	19.46	180	49981	2003	43	0	0	2	TRUE	TRUE	TRUE	FALSE	88	0	0	0	0	0	0	0	2163908	1690089	0	0	0	0	0	0	0	180	2163908	11191	43	82	12.94	o__Clostridiales (UID1212)	172	263	149	6	257	0	0	0	0
A24	maxbin.001	79.82	3) high quality Nayfach	94.17	2.87	30.77	Prevotella copri	species	0.795	Prevotella copri	species	0.432	11319	3.54	80.8	561	59943	2895	51	2	4	1	TRUE	TRUE	FALSE	TRUE	104	2	0	0	0	0	0	0	3543236	2002152	111953	0	0	0	0	0	0	561	3543236	5297	83	196	319.2	g__Prevotella (UID2724)	55	567	296	30	526	10	1	0	0
A24	maxbin.004	-102.56	0) really bad	73.09	35.13	29.35	Faecalibacterium prausnitzii	species	0.664	Faecalibacterium prausnitzii	species	0.563	1549	3.1	11.9	1933	13198	3071	21	0	0	1	FALSE	FALSE	FALSE	FALSE	3	0	0	0	0	0	0	0	3096950	36238	0	0	0	0	0	0	0	1933	3096950	1225	667	1232	27.45	o__Clostridiales (UID1212)	172	261	147	62	133	56	8	2	0
A24	unbinned	-13511.3	0) really bad	100	2722.26	4.51	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.169	876	98.21	4.78	248958	48454	0	699	24	26	42	FALSE	FALSE	FALSE	FALSE	34	0	0	0	0	0	0	0	98207728	589007	0	0	0	0	0	0	0	42719	38404402	641	12668	25628	18.86	root (UID1)	5656	56	24	0	0	1	1	0	54
A25	14	94.98	3) high quality Nayfach	99.38	0.88	0	Succinatimonas	genus	0.907	Succinatimonas sp. UBA2849	species	0.541	52310	2.51	44.02	82	132118	2172	46	0	0	0	TRUE	TRUE	TRUE	FALSE	62	16	3	0	0	0	0	0	2509469	2424920	1279290	363752	0	0	0	0	0	82	2509469	25229	16	33	29.49	c__Gammaproteobacteria (UID4201)	1164	271	170	2	267	2	0	0	0
A25	38	45.56	1) low quality	45.81	0.05	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.696	Unclassified	Unclassified	0.696	1787	1.09	7.89	615	6407	922	6	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1089060	0	0	0	0	0	0	0	0	615	1089060	1334	204	380	20.2	c__Clostridia (UID1118)	387	223	124	107	114	2	0	0	0
A25	unbinned	-17856.05	0) really bad	100	3591.21	4.41	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.171	1334	133.22	6.48	270443	89169	0	998	31	39	44	FALSE	FALSE	FALSE	FALSE	310	7	0	0	0	0	0	0	133219077	5459845	475914	0	0	0	0	0	0	60097	71694354	760	12209	30544	17.98	root (UID1)	5656	56	24	0	0	0	0	0	56
A26	18	88.39	2) medium quality	89.49	0.22	100	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.961	Unclassified	Unclassified	0.961	35124	1.77	28.24	104	117606	1611	30	0	0	0	TRUE	TRUE	FALSE	FALSE	49	7	1	0	0	0	0	0	1771671	1512763	479016	117606	0	0	0	0	0	104	1771671	17677	17	36	28.22	o__Clostridiales (UID1212)	172	263	149	20	242	1	0	0	0
A26	30	97.27	3) high quality Nayfach	97.27	0	0	Ruminococcaceae bacterium	species	0.936	Ruminococcaceae bacterium	species	0.936	23371	2.2	22.32	142	78991	2067	40	0	0	2	TRUE	TRUE	TRUE	FALSE	71	5	0	0	0	0	0	0	2197311	1809263	343019	0	0	0	0	0	0	142	2197311	13750	26	58	15.02	o__Clostridiales (UID1212)	172	263	149	6	257	0	0	0	0
A26	33	42.5	1) low quality	48.9	1.28	0	Life	life	0.711	Acholeplasma sp. CAG:878	species	0.436	2141	0.84	15.3	380	136731	1023	46	0	0	0	TRUE	FALSE	FALSE	FALSE	4	1	1	0	0	0	0	0	842252	184194	136731	136731	0	0	0	0	0	380	842252	1388	72	199	21.37	k__Bacteria (UID2329)	174	149	89	54	91	4	0	0	0
A26	6	78.29	2) medium quality	85.54	1.45	0	Life	life	0.674	Unclassified	Unclassified	0.192	4380	1.69	12.2	474	18610	1485	26	0	0	0	TRUE	TRUE	FALSE	FALSE	11	0	0	0	0	0	0	0	1691590	146780	0	0	0	0	0	0	0	474	1691590	2789	124	243	7.69	o__Clostridiales (UID1212)	172	263	149	45	213	5	0	0	0
A26	7	51.99	2) medium quality	56.99	1	33.33	Prevotellaceae	family	0.684	Unclassified	Unclassified	0.272	1896	1.45	7.33	794	8804	1092	10	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1446432	0	0	0	0	0	0	0	0	794	1446432	1402	267	489	24.89	o__Bacteroidales (UID2657)	160	492	269	219	267	6	0	0	0
A26	bin.11	45.41	2) medium quality	65.11	3.94	11.11	Oscillibacter	genus	0.92	Oscillibacter sp.	species	0.594	4960	1.35	13.84	279	21128	1226	13	0	0	0	TRUE	TRUE	FALSE	FALSE	18	0	0	0	0	0	0	0	1353719	251540	0	0	0	0	0	0	0	279	1353719	3474	83	163	19.21	o__Clostridiales (UID1212)	172	263	149	84	170	9	0	0	0
A26	bin.13_sub	64.81	2) medium quality	64.81	0	0	[Eubacterium] siraeum	species	0.914	[Eubacterium] siraeum V10Sc8a	strain	0.529	4921	1.62	12.22	337	18429	1391	12	0	0	0	TRUE	TRUE	FALSE	FALSE	18	0	0	0	0	0	0	0	1616078	216037	0	0	0	0	0	0	0	337	1616078	3564	106	201	37.75	o__Clostridiales (UID1212)	172	263	149	91	172	0	0	0	0
A26	bin.8_sub	86.45	3) high quality Nayfach	91.5	1.01	0	Ruminococcaceae bacterium	species	0.785	Ruminococcaceae bacterium	species	0.785	12019	1.98	16.33	207	46369	1826	39	0	0	1	TRUE	TRUE	TRUE	FALSE	64	0	0	0	0	0	0	0	1976257	1170095	0	0	0	0	0	0	0	207	1976257	7574	48	100	8.6	o__Clostridiales (UID1212)	172	263	149	18	242	3	0	0	0
A26	maxbin.012_sub	12.63	1) low quality	19.73	1.42	0	Bacteria	superkingdom	0.667	Bacteroides	genus	0.19	1712	1.05	10.27	580	27806	1019	2	0	1	0	TRUE	FALSE	FALSE	FALSE	4	0	0	0	0	0	0	0	1049202	91345	0	0	0	0	0	0	0	580	1049202	1257	162	343	33.36	o__Clostridiales (UID1212)	172	263	149	180	74	6	1	2	0
A26	maxbin.014	41.72	2) medium quality	57.72	3.2	11.11	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.444	2147	1.62	9.25	814	12017	1275	12	0	1	1	TRUE	TRUE	FALSE	FALSE	3	0	0	0	0	0	0	0	1617519	34326	0	0	0	0	0	0	0	814	1617519	1460	249	481	22.26	c__Clostridia (UID1118)	387	223	124	78	136	9	0	0	0
A26	unbinned	-16293.95	0) really bad	100	3278.79	3.52	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.264	1012	112.27	5.61	269069	68668	0	910	39	28	48	FALSE	FALSE	FALSE	FALSE	57	2	0	0	0	0	0	0	112272787	1053732	122627	0	0	0	0	0	0	49678	49081640	682	13427	28438	18.19	root (UID1)	5656	56	24	0	0	0	1	0	55
A27	19	24.84	1) low quality	28.24	0.68	12.5	[Eubacterium] rectale	species	0.703	[Eubacterium] rectale	species	0.531	1444	0.67	5.31	451	6294	515	1	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	666385	0	0	0	0	0	0	0	0	451	666385	1205	172	299	24.01	f__Lachnospiraceae (UID1286)	57	420	207	285	129	5	1	0	0
A27	2	80.52	3) high quality Nayfach	95.92	3.08	66.67	Faecalibacterium	genus	0.683	Faecalibacterium sp. BIOML-A1	species	0.286	12790	3.55	22.48	430	61742	3449	44	0	0	0	TRUE	TRUE	TRUE	FALSE	111	3	0	0	0	0	0	0	3552931	2120012	173394	0	0	0	0	0	0	430	3552931	6626	81	178	53.48	o__Clostridiales (UID1212)	172	261	147	6	249	6	0	0	0
A27	33	87.85	2) medium quality	91.5	0.73	0	[Eubacterium] siraeum	species	0.87	[Eubacterium] siraeum V10Sc8a	strain	0.619	5412	2.31	12.52	572	29701	1945	13	1	0	0	TRUE	TRUE	FALSE	FALSE	22	0	0	0	0	0	0	0	2306106	316657	0	0	0	0	0	0	0	572	2306106	3158	140	280	36.86	o__Clostridiales (UID1212)	172	263	149	20	239	4	0	0	0
A27	7	78.34	2) medium quality	87.29	1.79	25	Clostridium sp. CAG:138	species	0.99	Clostridium sp. CAG:138	species	0.99	7650	1.78	15.02	307	26141	1584	25	0	0	0	TRUE	TRUE	FALSE	FALSE	41	0	0	0	0	0	0	0	1782053	625271	0	0	0	0	0	0	0	307	1782053	4615	73	146	42.65	o__Clostridiales (UID1212)	172	263	149	24	235	4	0	0	0
A27	bin.2	93.77	3) high quality Nayfach	97.97	0.84	0	Prevotella sp.	species	0.851	Prevotella sp.	species	0.851	55090	3.25	59.57	87	270922	2694	50	0	0	0	TRUE	TRUE	TRUE	FALSE	73	18	5	1	0	0	0	0	3252171	3168592	1716364	815904	270922	0	0	0	0	87	3252171	31110	17	37	37.82	g__Prevotella (UID2724)	55	567	296	8	556	3	0	0	0
A27	bin.6	84.36	2) medium quality	89.61	1.05	0	Clostridiales bacterium	species	0.993	Clostridiales bacterium	species	0.993	23913	1.5	24.33	85	79835	1329	41	1	0	0	TRUE	TRUE	FALSE	FALSE	54	4	0	0	0	0	0	0	1498942	1306590	275618	0	0	0	0	0	0	85	1498942	15184	19	40	54.71	o__Clostridiales (UID1120)	304	250	143	21	227	2	0	0	0
A27	bin.7	91.45	3) high quality Nayfach	94.6	0.63	0	Alistipes sp. CAG:514	species	0.826	Alistipes sp. CAG:514	species	0.826	51854	2.73	35.67	87	185919	2152	40	0	0	0	TRUE	TRUE	TRUE	FALSE	65	17	3	0	0	0	0	0	2734567	2597339	1391131	400367	0	0	0	0	0	87	2734567	26728	17	35	73.5	p__Bacteroidetes (UID2605)	350	316	210	13	301	2	0	0	0
A27	unbinned	-11724.95	0) really bad	100	2364.99	3.9	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.209	951	92.5	4.86	228872	52285	0	757	27	28	32	FALSE	FALSE	FALSE	FALSE	48	1	0	0	0	0	0	0	92502447	877746	52285	0	0	0	0	0	0	39717	37620327	656	11049	23134	19.06	root (UID1)	5656	56	24	0	0	0	2	1	53
A28	2	44.81	1) low quality	49.46	0.93	20	Clostridia	class	0.679	Unclassified	Unclassified	0.509	1931	1.09	7.52	597	7086	1053	15	0	0	1	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1085330	0	0	0	0	0	0	0	0	597	1085330	1413	205	371	12.9	o__Clostridiales (UID1212)	172	263	149	118	140	5	0	0	0
A28	36	65.03	2) medium quality	65.03	0	0	Ruminococcus	genus	0.679	Ruminococcus sp. AM28-29LB	species	0.186	3285	1.29	8.9	426	12903	1080	5	0	0	1	TRUE	TRUE	FALSE	FALSE	5	0	0	0	0	0	0	0	1293080	56790	0	0	0	0	0	0	0	426	1293080	2342	130	247	17.79	o__Clostridiales (UID1212)	172	263	149	74	189	0	0	0	0
A28	39	4.61	0) really bad	69.86	13.05	22.58	Clostridium sp. CAG:567	species	0.736	Clostridium sp. CAG:567	species	0.736	1846	0.96	6.27	522	8409	773	15	0	0	0	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	962402	0	0	0	0	0	0	0	0	522	962402	1327	159	316	41.56	k__Bacteria (UID203)	5449	103	57	22	58	19	4	0	0
A28	55	74.98	2) medium quality	90.38	3.08	16.67	Ruminococcaceae bacterium	species	0.854	Ruminococcaceae bacterium	species	0.854	4582	1.6	11.18	433	14482	1397	12	0	0	0	TRUE	TRUE	FALSE	FALSE	15	0	0	0	0	0	0	0	1604571	186085	0	0	0	0	0	0	0	433	1604571	2939	113	224	30.54	o__Clostridiales (UID1212)	172	263	149	18	239	6	0	0	0
A28	57	91.4	2) medium quality	91.4	0	0	Azospirillum sp. 51_20	species	0.697	Unclassified	Unclassified	0.572	5053	1.62	12.08	411	22266	1636	23	0	0	0	TRUE	TRUE	FALSE	FALSE	14	0	0	0	0	0	0	0	1615671	199784	0	0	0	0	0	0	0	411	1615671	3397	107	207	30.33	k__Bacteria (UID2565)	2921	152	93	14	138	0	0	0	0
A28	6_sub	28.85	2) medium quality	59.95	6.22	34.62	Clostridiales	order	0.667	Oscillibacter sp. CAG:241	species	0.327	5073	2.3	13.25	493	53590	2237	29	0	0	0	TRUE	TRUE	FALSE	FALSE	36	1	0	0	0	0	0	0	2300544	573941	53590	0	0	0	0	0	0	493	2300544	3339	122	262	36.03	o__Clostridiales (UID1212)	172	263	149	101	138	23	1	0	0
A28	7	60.03	2) medium quality	68.28	1.65	0	Clostridium sp. CAG:138	species	0.945	Clostridium sp. CAG:138	species	0.945	2309	1.37	8.43	657	7835	1329	19	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1371733	0	0	0	0	0	0	0	0	657	1371733	1566	203	385	33.53	o__Clostridiales (UID1120)	304	250	143	79	167	4	0	0	0
A28	bin.11	87.79	3) high quality Nayfach	90.14	0.47	0	Clostridiales bacterium	species	0.965	Clostridiales bacterium	species	0.965	10242	2.76	15.58	346	38264	2320	36	0	0	3	TRUE	TRUE	TRUE	FALSE	89	0	0	0	0	0	0	0	2764294	1402012	0	0	0	0	0	0	0	346	2764294	5875	88	176	19.9	o__Clostridiales (UID1120)	304	250	143	23	225	2	0	0	0
A28	bin.4	96.58	3) high quality Nayfach	96.58	0	0	Ruminococcus	genus	0.676	Ruminococcus sp.	species	0.464	12726	2.41	14.98	233	38910	2145	26	0	0	0	TRUE	TRUE	TRUE	FALSE	91	0	0	0	0	0	0	0	2408030	1609527	0	0	0	0	0	0	0	233	2408030	7838	57	114	12.46	o__Clostridiales (UID1212)	172	260	146	7	253	0	0	0	0
A28	bin.9	57.46	2) medium quality	60.81	0.67	0	Clostridiales bacterium UBA5901	species	0.823	Unclassified	Unclassified	0.607	5116	1.86	12.7	385	17145	1723	17	0	0	2	TRUE	TRUE	FALSE	FALSE	18	0	0	0	0	0	0	0	1856298	222313	0	0	0	0	0	0	0	385	1856298	3673	124	232	23.16	o__Clostridiales (UID1212)	172	263	149	91	171	1	0	0	0
A28	maxbin.002_sub	74.02	2) medium quality	91.57	3.51	33.33	Phocaeicola plebeius	species	0.751	Phocaeicola plebeius	species	0.751	12209	3.67	17.96	570	51168	3065	28	0	2	1	TRUE	TRUE	FALSE	FALSE	109	1	0	0	0	0	0	0	3669037	2132191	51168	0	0	0	0	0	0	570	3669037	6000	82	191	20.99	o__Bacteroidales (UID2657)	160	491	268	66	407	18	0	0	0
A28	unbinned	-16195.4	0) really bad	100	3259.08	5.08	Bacteria	superkingdom	0.665	Unclassified	Unclassified	0.103	1017	124.57	5.35	267607	37311	0	871	33	32	41	FALSE	FALSE	FALSE	FALSE	110	0	0	0	0	0	0	0	124573392	1807947	0	0	0	0	0	0	0	65704	65234429	698	18356	37897	17.15	root (UID1)	5656	56	24	0	0	0	0	0	56
A29	24	48.54	2) medium quality	86.69	7.63	100	Faecalibacterium prausnitzii	species	0.902	Faecalibacterium prausnitzii	species	0.645	4084	2.17	20.19	635	17582	1968	36	0	0	1	TRUE	TRUE	FALSE	FALSE	18	0	0	0	0	0	0	0	2167667	235454	0	0	0	0	0	0	0	635	2167667	2500	159	329	35.52	k__Bacteria (UID203)	5449	102	56	13	72	17	0	0	0
A29	25	28.49	1) low quality	38.29	1.96	0	Acholeplasmatales bacterium	species	0.768	Acholeplasmatales bacterium	species	0.768	1441	0.34	5.78	231	5754	229	1	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	342965	0	0	0	0	0	0	0	0	231	342965	1175	85	152	11.66	k__Bacteria (UID2328)	3167	126	75	54	60	12	0	0	0
A29	31	62.88	2) medium quality	64.53	0.33	25	Life	life	0.661	Unclassified	Unclassified	0.444	2982	0.7	9.44	271	18035	581	15	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	701554	18035	0	0	0	0	0	0	0	271	701554	1874	73	147	7.13	c__Clostridia (UID1118)	387	223	124	67	152	4	0	0	0
A29	32	87.57	2) medium quality	87.57	0	0	Clostridiales bacterium	species	0.974	Clostridiales bacterium	species	0.974	7738	1.44	15.27	251	30744	1279	25	0	0	1	TRUE	TRUE	FALSE	FALSE	38	0	0	0	0	0	0	0	1438433	535663	0	0	0	0	0	0	0	251	1438433	5253	59	115	18.08	o__Clostridiales (UID1120)	304	250	143	27	223	0	0	0	0
A29	37	71.81	2) medium quality	79.21	1.48	25	Ruminococcaceae bacterium	species	0.831	Ruminococcaceae bacterium	species	0.831	2461	1.69	9.55	771	10077	1592	17	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1694511	10077	0	0	0	0	0	0	0	771	1694511	1652	233	445	7.08	o__Clostridiales (UID1212)	172	263	149	44	217	1	1	0	0
A29	7	87.05	2) medium quality	91.55	0.9	100	Verrucomicrobia bacterium	species	0.877	Verrucomicrobia bacterium	species	0.877	4453	2.28	12.51	643	16688	1950	30	0	0	0	TRUE	TRUE	FALSE	FALSE	19	0	0	0	0	0	0	0	2283134	239577	0	0	0	0	0	0	0	643	2283134	2786	165	329	60.44	k__Bacteria (UID2982)	88	230	148	14	214	2	0	0	0
A29	8	97.93	3) high quality Nayfach	99.38	0.29	0	Succinatimonas	genus	0.9	Succinatimonas sp. UBA2849	species	0.536	33245	2.29	35.97	117	197299	1924	38	0	0	0	TRUE	TRUE	TRUE	FALSE	68	8	1	0	0	0	0	0	2291399	2057504	686377	197299	0	0	0	0	0	117	2291399	17547	20	43	23.13	c__Gammaproteobacteria (UID4201)	1164	271	170	2	268	1	0	0	0
A29	bin.12	96.15	3) high quality Nayfach	96.15	0	0	Clostridia	class	0.693	Ruminococcaceae bacterium	species	0.157	83114	1.73	33	40	194953	1625	43	1	0	0	TRUE	TRUE	TRUE	FALSE	33	9	5	0	0	0	0	0	1734658	1698764	1022869	717165	0	0	0	0	0	40	1734658	37932	7	16	23.06	o__Clostridiales (UID1120)	304	250	143	8	242	0	0	0	0
A29	unbinned	-17803.75	0) really bad	100	3580.75	3.33	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.248	915	114.32	4.76	289689	30851	0	947	37	32	50	FALSE	FALSE	FALSE	FALSE	85	0	0	0	0	0	0	0	114317701	1114809	0	0	0	0	0	0	0	47525	44631577	647	13019	27743	19.99	root (UID1)	5656	56	24	0	0	0	0	1	55
A30	19_sub	74.16	2) medium quality	94.76	4.12	23.08	Clostridiales	order	0.685	Ruminococcaceae bacterium	species	0.457	7657	4.24	17.47	701	36938	4314	58	0	0	1	TRUE	TRUE	FALSE	FALSE	100	0	0	0	0	0	0	0	4242114	1561794	0	0	0	0	0	0	0	701	4242114	4606	165	346	55.16	o__Clostridiales (UID1212)	172	263	149	12	238	13	0	0	0
A30	2	56.04	2) medium quality	70.34	2.86	42.86	Prevotella copri	species	0.763	Prevotella copri	species	0.509	2519	2.27	11.31	998	11803	1980	9	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	2268957	11803	0	0	0	0	0	0	0	998	2268957	1736	298	571	18.07	g__Prevotella (UID2724)	55	567	296	166	380	21	0	0	0
